ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/09/2025;COBERTURA;IMPORTE AFILIADO
38357;metronidazol;METRAL;1% cr.x 30 g;Cassarß;$ 8985.84;50%;$ 4492.92
51003;mometasona furoato;SUAVICORT;cr.x 20 g;Cassarß;$ 11539.88;50%;$ 5769.94
50925;mometasona furoato;SUAVICORT;spray nasal x 150 ds.;Cassarß;$ 14600;50%;$ 7300
56081;moxifloxacina;MOXIBASE;400 mg comp.rec.x 10;Cassarß;$ 28937.34;80%;$ 5787.47
12536;nafazolina+cromoglicato disódico;RINOGEL;gel nasal x 15 ml;Cassarß;$ 6387.59;50%;$ 3193.8
40235;nicotina;NIUX;spray nasal x 200 ds.;Cassarß;$ 24684.85;50%;$ 12342.43
22487;ofloxacina;OTOFLOX;gts.óticas x 10 ml;Cassarß;$ 11233.39;60%;$ 4493.36
43788;oximetazolina;OXILER D;spray x 10 ml;Cassarß;$ 9676.86;50%;$ 4838.43
18640;podofilox;PODOXIN;sol.tópica x 3.5 ml;Cassarß;$ 11993.27;50%;$ 5996.64
2029;prednisolona+cloramfenicol;ESODAR;susp.est.x 10 ml;Cassarß;$ 6783.39;50%;$ 3391.7
49806;ribosomas+proteoglicanos;SUMMAVAC R;comp.x 12;Cassarß;$ 40740.81;50%;$ 20370.41
47141;salbutamol;SALBUTRAL C/AEROMED;aer.hfa x 250 dosis;Cassarß;$ 13508.13;80%;$ 2701.63
45496;salbutamol;SALBUTRAL;aer.x 250 dosis;Cassarß;$ 8443.65;80%;$ 1688.73
39858;salbutamol+beclometasona;BUTOCORT HFA;aer.x 250 dosis;Cassarß;$ 10096.94;80%;$ 2019.39
49159;salbutamol+ipratropio,br.;SALBUTRAL AC HFA;aer.x 250 dosis;Cassarß;$ 23334.74;60%;$ 9333.9
38474;salbutamol+ipratropio,br.;SALBUTRAL AC;sol.p/neb.unid.x24x2.5ml;Cassarß;$ 13955.4;60%;$ 5582.16
53492;salicílico,ác.;VERRUKID PEDIATRICO;gel líq.x 10 g;Cassarß;$ 11073.92;50%;$ 5536.96
21229;sodio,carbonato;OTOCLEAN GOTAS OTICAS;gts.óticas x 10 ml;Cassarß;$ 5565.07;50%;$ 2782.54
28233;sodio,cloruro;HYPERSOL;3% spray nasal x 25 ml;Cassarß;$ 6512.06;50%;$ 3256.03
48821;sodio,cloruro;HYPERSOL NEBU;sol.neb.unids.estér.x 12;Cassarß;$ 17908.72;50%;$ 8954.36
29640;sodio,cloruro;HYPERSOL UNIDOSIS;unidosis estériles x 25;Cassarß;$ 7098.51;50%;$ 3549.26
50680;sodio,cloruro+carragenina;NASITRAL;spray nasal est. x 10ml;Cassarß;$ 12011.02;50%;$ 6005.51
37950;sodio,cloruro+xilitol;XYLISOL;spray nasal x 25 ml;Cassarß;$ 8878.29;50%;$ 4439.15
26252;tretinoína;NEOTRETIN D;0.005% cr.x 30 g;Cassarß;$ 9714.04;50%;$ 4857.02
26253;tretinoína;NEOTRETIN M;0.025% cr.x 30 g;Cassarß;$ 10643.36;50%;$ 5321.68
26254;tretinoína;NEOTRETIN F;0.050% cr.x 30 g;Cassarß;$ 11952.58;50%;$ 5976.29
2073;vacuna polimicrob.polimicót.;SUMMAVAC P;iny.a.x 8;Cassarß;$ 35687.58;50%;$ 17843.79
2072;vacuna polimicrob.polimicót.;SUMMAVAC M;iny.a.x 8;Cassarß;$ 34020.34;50%;$ 17010.17
57512;aripiprazol;ARINOVA;10 mg comp.x 28;Celnova Argenti;$ 22068.88;50%;$ 11034.44
57515;aripiprazol;ARINOVA;15 mg comp.x 28;Celnova Argenti;$ 30194.5;50%;$ 15097.25
57514;aripiprazol;ARINOVA;5 mg comp.x 28;Celnova Argenti;$ 18908.78;50%;$ 9454.39
57513;aripiprazol;ARINOVA;fco.x 150 ml;Celnova Argenti;$ 30267.58;50%;$ 15133.79
49769;dispositivo para aplic.insulina;AGUJAS BD ULTRAFINE 5MM 31G;31G x 5mm caja x 100;Celnova Argenti;$ 27491.44;100%;$ 0
50110;dispositivo para aplic.insulina;AGUJAS BD ULTRAFINE 8MM 31G;31G x 8mm caja x 100;Celnova Argenti;$ 27491.44;100%;$ 0
56746;dispositivo para aplic.insulina;AGUJAS BD ULTRAFINE 4MM 32G (EF);32G x 4mm caja x 100;Celnova Argenti;$ 27491.44;100%;$ 0
39121;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.3 ML AGUJA CORTA;Jga.0.3cc. 8mmx30g x100u;Celnova Argenti;$ 36674.29;100%;$ 0
39120;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.5 ML AGUJA CORTA;Jga.0.5cc 8mmx30g x 100u;Celnova Argenti;$ 36674.29;100%;$ 0
39122;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 1 ML AGUJA CORTA;Jga.1cc 8mmx30g x 100u;Celnova Argenti;$ 36674.29;100%;$ 0
49239;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.3 ML AGUJA MINI;jga.0.3cc 6mmx31G x 100u;Celnova Argenti;$ 36674.29;100%;$ 0
49238;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.5 ML AGUJA MINI;jga.0.5cc 6mmx31G x 100u;Celnova Argenti;$ 36674.29;100%;$ 0
49237;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 1 ML AGUJA MINI;jga.1cc 6mmx31G x100u;Celnova Argenti;$ 36674.29;100%;$ 0
58583;donepecilo;DONENOVA;10 mg comp.rec.x 30;Celnova Argenti;$ 39034.09;50%;$ 19517.05
58582;donepecilo;DONENOVA;5 mg comp.rec.x 30;Celnova Argenti;$ 30901.96;50%;$ 15450.98
57504;escitalopram;ESCITANOVA;10 mg comp.rec.x 28;Celnova Argenti;$ 27649.31;50%;$ 13824.66
57503;escitalopram;ESCITANOVA;20 mg comp.rec.x 28;Celnova Argenti;$ 50418.86;50%;$ 25209.43
55762;levetiracetam;LEVENOVA;1000 mg comp.rec.x 30;Celnova Argenti;$ 126860.54;50%;$ 63430.27
55761;levetiracetam;LEVENOVA;500 mg comp.rec.x 60;Celnova Argenti;$ 126643.58;50%;$ 63321.79
10994;levomepromazina;NOZINAN;25 mg comp.x 30;Celnova Argenti;$ 16705.11;50%;$ 8352.56
57052;olanzapina;OLANZANOVA;10 mg comp.rec.x 28;Celnova Argenti;$ 129515.32;50%;$ 64757.66
57505;olanzapina;OLANZANOVA;5 mg comp.rec.x 28;Celnova Argenti;$ 62160.86;50%;$ 31080.43
59990;quetiapina;QUETIANOVA;25 mg comp.rec.x 30;Celnova Argenti;$ 37201.35;50%;$ 18600.68
57258;sertralina;SERTRANOVA;100 mg comp.rec.x 30;Celnova Argenti;$ 36789.74;50%;$ 18394.87
57257;sertralina;SERTRANOVA;50 mg comp.rec.x 30;Celnova Argenti;$ 21143.28;50%;$ 10571.64
43318;vildagliptin;GALVUS;50 mg comp.x 28;Celnova Argenti;$ 46119.84;100%;$ 0
42278;vildagliptin;GALVUS;50 mg comp.x 56;Celnova Argenti;$ 90009.23;100%;$ 0
43320;vildagliptin+metformina;GALVUS MET;50/1000 mg comp.x 30;Celnova Argenti;$ 62431.52;100%;$ 0
42498;vildagliptin+metformina;GALVUS MET;50/1000 mg comp.x 60;Celnova Argenti;$ 118113.21;100%;$ 0
50039;vildagliptin+metformina;GALVUS MET;50/500 mg comp.x 30;Celnova Argenti;$ 54894.26;100%;$ 0
50040;vildagliptin+metformina;GALVUS MET;50/500 mg comp.x 60;Celnova Argenti;$ 103468.6;100%;$ 0
43319;vildagliptin+metformina;GALVUS MET;50/850 mg comp.x 30;Celnova Argenti;$ 54894.26;100%;$ 0
42497;vildagliptin+metformina;GALVUS MET;50/850 mg comp.x 60;Celnova Argenti;$ 103468.6;100%;$ 0
12258;alprazolam;BESTROL;0.5 mg comp.x 20;Cetus;$ 3806.55;50%;$ 1903.28
19676;alprazolam;BESTROL;0.5 mg comp.x 40;Cetus;$ 6404.42;50%;$ 3202.21
13402;alprazolam;BESTROL;0.5 mg comp.x 60;Cetus;$ 8700.6;50%;$ 4350.3
12259;alprazolam;BESTROL;1 mg comp.x 20;Cetus;$ 6468.21;50%;$ 3234.11
19677;alprazolam;BESTROL;1 mg comp.x 40;Cetus;$ 10364.39;50%;$ 5182.2
13403;alprazolam;BESTROL;1 mg comp.x 60;Cetus;$ 14468.42;50%;$ 7234.21
2164;bametano+asoc.;FLAVAL;comp.x 30;Cetus;$ 31716.74;50%;$ 15858.37
2165;bametano+asoc.;FLAVAL;comp.x 60;Cetus;$ 61970.98;50%;$ 30985.49
46518;butamirato,citrato;PROKING NF;jbe.x 120 ml;Cetus;$ 13657.94;50%;$ 6828.97
33080;cetirizina;CETIRIZINA CETUS;comp.x 10;Cetus;$ 10204.94;40%;$ 6122.96
2171;dehidrocólico,ác.+asoc.;ZIMEROL;comp.rec.x 45;Cetus;$ 27307.16;50%;$ 13653.58
11100;dexclorfeniramina;AFEME;comp.x 20;Cetus;$ 8667.18;50%;$ 4333.59
10881;diazepam;CUADEL;10 mg comp.x 20;Cetus;$ 7827.42;50%;$ 3913.71
10880;diazepam;CUADEL;5 mg comp.x 20;Cetus;$ 5934.41;50%;$ 2967.21
2139;diclofenac sódico+orfenadrina;BELMALEN;comp.rec.x 20;Cetus;$ 19449.44;40%;$ 11669.66
47795;domperidona;KINETIDOM;comp.x 20;Cetus;$ 8235.17;50%;$ 4117.59
41185;glucosamina;BELMALEN PLUS;sob.x 30;Cetus;$ 34474.84;50%;$ 17237.42
2169;levoglutamina+vit.b6+asoc.;TUAPLEX;comp.x 50;Cetus;$ 43329.07;40%;$ 25997.44
20312;loperamida;IONET;comp.x 10;Cetus;$ 6216.32;50%;$ 3108.16
51529;mazindol;FAGOLIP PLUS;comp.x 30;Cetus;$ 29458.26;50%;$ 14729.13
2142;metoclopramida+asoc.;BITECAIN A.A.;comp.x 20;Cetus;$ 16783.57;50%;$ 8391.79
2135;pancreatina+asoc.;ARNOL 720-T;comp.rec.x 30;Cetus;$ 22954.04;50%;$ 11477.02
2136;pancreatina+asoc.;ARNOL 720-T;comp.rec.x 60;Cetus;$ 45212.16;50%;$ 22606.08
2148;paracetamol+difenhidramina+asoc.;CORIZINA CETUS;grag.x 12;Cetus;$ 7933.89;40%;$ 4760.33
23736;sertralina;BICROMIL;100 mg comp.x 30;Cetus;$ 566.37;50%;$ 283.19
23735;sertralina;BICROMIL;50 mg comp.x 30;Cetus;$ 26454.53;50%;$ 13227.27
14944;simeticona;SIMETICONA CETUS;comp.x 20;Cetus;$ 7061.61;50%;$ 3530.81
2155;sodio,picosulfato;DAGOL CETUS;comp.x 20;Cetus;$ 7640.93;50%;$ 3820.47
2156;sodio,picosulfato;DAGOL CETUS;gts.x 15 ml;Cetus;$ 6330.21;50%;$ 3165.11
51142;allopurinol;ALLOPURINOL 100 CRAVERI;100 mg comp.x 30;Craveri;$ 4590.18;60%;$ 1836.07
51143;allopurinol;ALLOPURINOL 100 CRAVERI;100 mg comp.x 60;Craveri;$ 7988.24;60%;$ 3195.3
40472;allopurinol;ALLOPURINOL CRAVERI RETARD;300 mg comp.lib.prol.x20;Craveri;$ 9900.69;60%;$ 3960.28
40473;allopurinol;ALLOPURINOL CRAVERI RETARD;300 mg comp.lib.prol.x50;Craveri;$ 17931.53;60%;$ 7172.61
9125;allopurinol;ALLOPURINOL 300 CRAVERI;300 mg comp.x 20;Craveri;$ 7935.92;60%;$ 3174.37
48994;allopurinol;ALLOPURINOL 300 CRAVERI;300 mg comp.x 30;Craveri;$ 10260.95;60%;$ 4104.38
9126;allopurinol;ALLOPURINOL 300 CRAVERI;300 mg comp.x 40;Craveri;$ 12617.18;60%;$ 5046.87
48995;allopurinol;ALLOPURINOL 300 CRAVERI;300 mg comp.x 60;Craveri;$ 15538.93;60%;$ 6215.57
32957;alprazolam+domperidona+asoc.;ANSIELIX DIGEST;comp.x 30;Craveri;$ 12521.57;50%;$ 6260.79
41769;amitriptilina;TRYPTALGIN;10 mg comp.rec.x 30;Craveri;$ 7580.24;50%;$ 3790.12
41770;amitriptilina;TRYPTALGIN;25 mg comp.rec.x 30;Craveri;$ 8963.77;50%;$ 4481.89
41771;amitriptilina;TRYPTALGIN;75 mg comp.rec.x 30;Craveri;$ 18105.93;50%;$ 9052.97
32961;atorvastatín;PLAN;10 mg comp.x 30;Craveri;$ 31023.64;80%;$ 6204.73
32962;atorvastatín;PLAN;20 mg comp.x 30;Craveri;$ 50377.44;80%;$ 10075.49
41058;atorvastatín+ezetimibe;PLAN DUO;10/10mg comp.x 60(30+30);Craveri;$ 34741.81;50%;$ 17370.91
41059;atorvastatín+ezetimibe;PLAN DUO;10/20mg comp.x 60(30+30);Craveri;$ 50288.38;50%;$ 25144.19
51352;betametasona+gentamic.+miconazol;DERMA 3;cr.x 20 g;Craveri;$ 13055.03;50%;$ 6527.52
37799;carvedilol;ANTIBLOC 12.5;12.5 mg comp.x 30;Craveri;$ 13170.18;60%;$ 5268.07
37800;carvedilol;ANTIBLOC 25;25 mg comp.x 30;Craveri;$ 16168.68;60%;$ 6467.47
37798;carvedilol;ANTIBLOC 6.25;6.25 mg comp.x 30;Craveri;$ 10385.8;60%;$ 4154.32
42640;cilostazol;CILAAL 100;100 mg comp.x 30;Craveri;$ 32947.25;60%;$ 13178.9
42639;cilostazol;CILAAL 50;50 mg comp.x 30;Craveri;$ 16536.21;60%;$ 6614.48
52561;clopidogrel;DANIR;75 mg comp.x 30;Craveri;$ 1534.19;50%;$ 767.1
22468;cumarina;ESBERIVEN EMULSION;env.x 70 g;Craveri;$ 27173.09;50%;$ 13586.55
8959;cumarina+troxerrutina;ESBERIVEN DEPOT;grag.x 100;Craveri;$ 52461.55;50%;$ 26230.78
9777;cumarina+troxerrutina;ESBERIVEN DEPOT;grag.x 20;Craveri;$ 14825.8;50%;$ 7412.9
2400;cumarina+troxerrutina;ESBERIVEN DEPOT;grag.x 50;Craveri;$ 33650.57;50%;$ 16825.29
47786;desogestrel;PINK;comp.rec.x 28;Craveri;$ 13262.87;50%;$ 6631.44
51186;diosmina;DIOSMIN CREMA;pomo x 30 g;Craveri;$ 12870.18;50%;$ 6435.09
52849;diosmina;DIOSMIN CREMA;pomo x 90 g;Craveri;$ 26411.2;50%;$ 13205.6
46705;diosmina+hesperidina micronizada;DIOSMIN;comp.rec.x 100;Craveri;$ 88090.44;40%;$ 52854.26
41060;diosmina+hesperidina micronizada;DIOSMIN;comp.x 30;Craveri;$ 31640.24;40%;$ 18984.14
41061;diosmina+hesperidina micronizada;DIOSMIN;comp.x 60;Craveri;$ 58554.34;40%;$ 35132.6
51937;doxilamina+piridoxina;TONVAL;10/10 mg cáps.x 30;Craveri;$ 27262;50%;$ 13631
54429;etoricoxib;ETOREX;120 mg comp.x 7;Craveri;$ 11571.94;50%;$ 5785.97
54426;etoricoxib;ETOREX;60 mg comp.x 28;Craveri;$ 31180.94;50%;$ 15590.47
54427;etoricoxib;ETOREX;90 mg comp.x 14;Craveri;$ 24677.71;50%;$ 12338.86
54428;etoricoxib;ETOREX;90 mg comp.x 28;Craveri;$ 43094.82;50%;$ 21547.41
35060;fenofibrato micronizado;CRAVERIL;comp.rec.x 30;Craveri;$ 34190.7;60%;$ 13676.28
51311;fenofíbrico,ác.;CRAVERIL XR;135 mg cáps.lib.prol.x30;Craveri;$ 32745.81;60%;$ 13098.32
51310;fenofíbrico,ác.;CRAVERIL XR;45 mg cáps.lib.prol.x 30;Craveri;$ 27777.19;60%;$ 11110.88
1341;fenolftaleína+asoc.;GENOLAXANTE;grag.x 30;Craveri;$ 7905.36;50%;$ 3952.68
9291;fenolftaleína+asoc.;GENOLAXANTE;grag.x 50;Craveri;$ 11548.28;50%;$ 5774.14
53803;fluconazol;FLUCONAL;150 mg comp.x 2;Craveri;$ 12292.11;50%;$ 6146.06
53804;fluconazol;FLUCONAL;150 mg comp.x 4;Craveri;$ 20065.76;50%;$ 10032.88
33458;gabapentin;LOGISTIC;300 mg comp.rec.x 30;Craveri;$ 31565.2;60%;$ 12626.08
33398;gabapentin;LOGISTIC;300 mg comp.rec.x 60;Craveri;$ 56639.55;60%;$ 22655.82
36647;gabapentin;LOGISTIC;600 mg comp.rec.x 30;Craveri;$ 38798.46;60%;$ 15519.38
31779;glibenclamida;BENCLAMID;5 mg comp.x 60;Craveri;$ 589.61;100%;$ 0
47349;gliclazida;TRADON MR;30mg comp.lib.modif.x 30;Craveri;$ 12397.63;100%;$ 0
47350;gliclazida;TRADON MR;30mg comp.lib.modif.x 60;Craveri;$ 24295.16;100%;$ 0
48802;gliclazida;TRADON 60 MR;60mg comp.lib.modif.x 30;Craveri;$ 23052.65;100%;$ 0
48803;gliclazida;TRADON 60 MR;60mg comp.lib.modif.x 60;Craveri;$ 44976.49;100%;$ 0
24790;glimepiride;ISLOPIR;2 mg comp.x 30;Craveri;$ 13307.06;100%;$ 0
24794;glimepiride;ISLOPIR;4 mg comp.x 30;Craveri;$ 26223.17;100%;$ 0
42347;heparina sódica;HEPATRIET;gel tópico x 60 g;Craveri;$ 24730.19;60%;$ 9892.08
47164;ibandrónico,ác.;TABTIL;comp.rec.x 1;Craveri;$ 33439.55;50%;$ 16719.78
47165;ibandrónico,ác.;TABTIL;comp.rec.x 3;Craveri;$ 52918.7;50%;$ 26459.35
17926;lactulosa;GENOCOLAN;jbe.x 120 ml;Craveri;$ 332.5;40%;$ 199.5
54995;leflunomida;FLUDART;20 mg comp.rec.x 30;Craveri;$ 38439.54;50%;$ 19219.77
35841;meloxicam;DOMINADOL;15 mg comp.x 20;Craveri;$ 808.57;50%;$ 404.29
47850;metformina;ISLOTIN XR 1000;1000 mg comp.rec.AP x 30;Craveri;$ 21738.02;100%;$ 0
47851;metformina;ISLOTIN XR 1000;1000 mg comp.rec.AP x 60;Craveri;$ 40621.96;100%;$ 0
31528;metformina;ISLOTIN 1000;1000 mg comp.rec.x 100;Craveri;$ 42328.7;100%;$ 0
29279;metformina;ISLOTIN 1000;1000 mg comp.rec.x 20;Craveri;$ 621.9;100%;$ 0
51505;metformina;ISLOTIN 1000;1000 mg comp.rec.x 30;Craveri;$ 15861.84;100%;$ 0
29280;metformina;ISLOTIN 1000;1000 mg comp.rec.x 50;Craveri;$ 1315.64;100%;$ 0
51506;metformina;ISLOTIN 1000;1000 mg comp.rec.x 60;Craveri;$ 27111.62;100%;$ 0
43425;metformina;ISLOTIN XR;500 mg comp.rec.AP x 30;Craveri;$ 10431.38;100%;$ 0
43426;metformina;ISLOTIN XR;500 mg comp.rec.AP x 60;Craveri;$ 19821.84;100%;$ 0
6355;metformina;ISLOTIN;500 mg comp.x 100;Craveri;$ 21550.41;100%;$ 0
7744;metformina;ISLOTIN;500 mg comp.x 30;Craveri;$ 6835.89;100%;$ 0
47793;metformina;ISLOTIN XR 750;750 mg comp.rec.AP x 30;Craveri;$ 16330.85;100%;$ 0
47794;metformina;ISLOTIN XR 750;750 mg comp.rec.AP x 60;Craveri;$ 30507.61;100%;$ 0
31188;metformina;ISLOTIN RETARD;850 mg comp.rec.AP x 100;Craveri;$ 36146.92;100%;$ 0
15403;metformina;ISLOTIN RETARD;850 mg comp.rec.AP x 30;Craveri;$ 11346.15;100%;$ 0
15404;metformina;ISLOTIN RETARD;850 mg comp.rec.AP x 60;Craveri;$ 22409.63;100%;$ 0
23091;metoclopramida+pancreatina+asoc.;DIGESPLEN;grag.x 30;Craveri;$ 12872.46;50%;$ 6436.23
38666;metronidazol;METROLOCAL;0.8% gel x 30 g;Craveri;$ 20223.23;50%;$ 10111.62
12196;norfloxacina;NORFLOXACINA CRAVERI;comp.x 10;Craveri;$ 10000.52;60%;$ 4000.21
12197;norfloxacina;NORFLOXACINA CRAVERI;comp.x 20;Craveri;$ 19297.33;60%;$ 7718.93
18794;oxibutinina;UREQUIN;comp.x 20;Craveri;$ 12041.18;50%;$ 6020.59
18795;oxibutinina;UREQUIN;comp.x 50;Craveri;$ 27973.58;50%;$ 13986.79
48804;pentoxifilina;PENTOMIRON;comp.rec.x 60;Craveri;$ 43267.72;50%;$ 21633.86
45314;pregabalina;CLASICA;150 mg cáps.x 28;Craveri;$ 45596.56;50%;$ 22798.28
59789;pregabalina;CLASICA;150 mg cáps.x 30;Craveri;$ 46633.25;50%;$ 23316.63
48805;pregabalina;CLASICA;25 mg cáps.x 28;Craveri;$ 10336.86;50%;$ 5168.43
59788;pregabalina;CLASICA;25 mg cáps.x 30;Craveri;$ 10279.69;50%;$ 5139.85
45313;pregabalina;CLASICA;75 mg cáps.x 28;Craveri;$ 30837.47;50%;$ 15418.74
59603;pregabalina;CLASICA;75 mg cáps.x 30;Craveri;$ 31514.41;50%;$ 15757.21
41761;repaglinida;CRAVENORM;1 mg comp.x 30;Craveri;$ 10339.21;50%;$ 5169.61
45185;rosuvastatina;LIPOGLUTAREN 10;10 mg comp.rec.x 30;Craveri;$ 19379.01;50%;$ 9689.51
45186;rosuvastatina;LIPOGLUTAREN 20;20 mg comp.rec.x 30;Craveri;$ 36026.13;50%;$ 18013.07
45184;rosuvastatina;LIPOGLUTAREN 5;5 mg comp.rec.x 30;Craveri;$ 15169.58;50%;$ 7584.79
52237;rosuvastatina+ezetimibe;LIPOGLUTAREN DUO;10/10 mg comp.rec.x30+30;Craveri;$ 29852.34;50%;$ 14926.17
52238;rosuvastatina+ezetimibe;LIPOGLUTAREN DUO;20/10 mg comp.rec.x30+30;Craveri;$ 52201.94;50%;$ 26100.97
44022;ruscogenina+hesperidina+asoc.;NOLEN;cáps.x 30;Craveri;$ 26578.77;50%;$ 13289.39
44023;ruscogenina+hesperidina+asoc.;NOLEN;cáps.x 60;Craveri;$ 46024.9;50%;$ 23012.45
37805;sildenafil;FIRMEL;50 mg comp.mast.x 2;Craveri;$ 3989.02;50%;$ 1994.51
22471;sildenafil;FIRMEL;50 mg comp.x 10;Craveri;$ 19944.35;50%;$ 9972.18
22469;sildenafil;FIRMEL;50 mg comp.x 2;Craveri;$ 4834.01;50%;$ 2417.01
33192;sildenafil;FIRMEL;50 mg comp.x 20;Craveri;$ 40717.37;50%;$ 20358.69
41772;sumatriptán;MIGRATRIPTAN;100 mg comp.x 2;Craveri;$ 21388.35;50%;$ 10694.18
41773;sumatriptán;MIGRATRIPTAN;100 mg comp.x 4;Craveri;$ 40831.03;50%;$ 20415.52
55537;telmisartán;TELPRES;40 mg comp.x 28;Craveri;$ 38598.53;60%;$ 15439.41
55541;telmisartán;TELPRES;80 mg comp.x 28;Craveri;$ 53998.45;60%;$ 21599.38
47163;tibolona;KLIMASTRESS;2.5 mg comp.x 30;Craveri;$ 22451.15;50%;$ 11225.58
20758;tióctico,ác.;CIAGEN 600;600 mg comp.rec.x 30;Craveri;$ 42903.69;50%;$ 21451.85
51045;tióctico,ác.;CIAGEN 600;600 mg comp.rec.x 60;Craveri;$ 78397.72;50%;$ 39198.86
57475;tramadol;TRAMUSTIN;comp.x 10;Craveri;$ 6636.73;50%;$ 3318.37
57476;tramadol;TRAMUSTIN;comp.x 20;Craveri;$ 13907.76;50%;$ 6953.88
57477;tramadol;TRAMUSTIN;comp.x 30;Craveri;$ 19394.23;50%;$ 9697.12
35794;trimebutina;BIORGAN;200 mg comp.x 20;Craveri;$ 9925.89;50%;$ 4962.95
35795;trimebutina;BIORGAN;200 mg comp.x 40;Craveri;$ 17592.38;50%;$ 8796.19
35796;trimebutina;BIORGAN AP;300 mg comp.x 20;Craveri;$ 13693.64;50%;$ 6846.82
35797;trimebutina+bromazepam;BIORGAN B;comp.x 30;Craveri;$ 12536.55;50%;$ 6268.28
48345;trimebutina+simeticona;BIORGAN S;200/120 mg comp.rec.x 20;Craveri;$ 12072.98;50%;$ 6036.49
48346;trimebutina+simeticona;BIORGAN S;200/120 mg comp.rec.x 40;Craveri;$ 22876.43;50%;$ 11438.22
23480;trolamina;BIAFINE;emuls.x 93 g;Craveri;$ 1122.44;50%;$ 561.22
2128;troxerrutina+escina;TROXEVEN FORTE;500 mg comp.x 20;Craveri;$ 15293.5;50%;$ 7646.75
2129;troxerrutina+escina;TROXEVEN FORTE;500 mg comp.x 40;Craveri;$ 26343.97;50%;$ 13171.99
30518;antipirina+sodio,carbonato+asoc.;SINCERUM;gts.x 5 ml;Dallas;$ 6528.85;50%;$ 3264.43
33248;budesonide;PROETZONIDE NEBU;fco.x 20 ml;Dallas;$ 15845.76;60%;$ 6338.3
28354;cetirizina;CABAL;comp.x 10;Dallas;$ 8392.65;40%;$ 5035.59
32340;cetirizina;CABAL;comp.x 30;Dallas;$ 16374.34;40%;$ 9824.6
28355;cetirizina;CABAL;gts.x 10 ml;Dallas;$ 7917.95;40%;$ 4750.77
39724;dexametasona+neomicina+asoc.;PROETZTOTAL;sol.p/nebulizar x 10 ml;Dallas;$ 10656.74;50%;$ 5328.37
39725;dexametasona+neomicina+asoc.;PROETZTOTAL;sol.p/nebulizar x 20 ml;Dallas;$ 15714.15;50%;$ 7857.08
2464;loperamida;VILTAR;comp.x 10;Dallas;$ 5089.44;50%;$ 2544.72
33249;loperamida;VILTAR;comp.x 20;Dallas;$ 7563.82;50%;$ 3781.91
11149;natamicina;NATACYN;fco.x 15 ml;Daxley;$ 8988;50%;$ 4494
54508;acetilcisteína;DENVERMUC 600;600 mg sob.x 10;Denver Farma;$ 11370.74;50%;$ 5685.37
40220;alprazolam;ALPRAZOLAM DENVER FARMA;0.5 mg comp.x 60;Denver Farma;$ 7180.76;50%;$ 3590.38
40221;alprazolam;ALPRAZOLAM DENVER FARMA;1 mg comp.x 60;Denver Farma;$ 11466.52;50%;$ 5733.26
33849;alprazolam;ALPRAZOLAM DENVER FARMA;2 mg comp.x 30;Denver Farma;$ 469.82;50%;$ 234.91
40222;alprazolam;ALPRAZOLAM DENVER FARMA;2 mg comp.x 60;Denver Farma;$ 18008.8;50%;$ 9004.4
41319;amlodipina;AMLODIPINA DENVER FARMA;10 mg comp.x 30;Denver Farma;$ 2646.8;60%;$ 1058.72
39183;atorvastatín;LIPOSTOP;10 mg comp.x 30;Denver Farma;$ 27738.76;80%;$ 5547.75
39184;atorvastatín;LIPOSTOP;20 mg comp.x 30;Denver Farma;$ 40380.82;80%;$ 8076.16
48292;betametasona;DENVERCORT;0.1% cr.x 15 g;Denver Farma;$ 461.8;50%;$ 230.9
27522;betametasona+gentamic.+miconazol;DENVERCREM DENVER FARMA;cr.x 20 g;Denver Farma;$ 9845.74;50%;$ 4922.87
58196;bromfenac;OFTALFENAC;sol.oft.x 5 ml;Denver Farma;$ 14556.49;50%;$ 7278.25
40086;budesonide;BUDESONIDA DF BRONQUIAL;aerosol x 200 dosis;Denver Farma;$ 20338.27;80%;$ 4067.65
40610;budesonide;BUDESONIDA DF NEBU;env.x 20 ml;Denver Farma;$ 16515.92;80%;$ 3303.18
16493;carbamazepina;CARBAMAZEPINA DENVER FARMA;200 mg comp.x 30;Denver Farma;$ 12617.48;80%;$ 2523.5
43831;carbamazepina;CARBAMAZEPINA DENVER FARMA;200 mg comp.x 60;Denver Farma;$ 24091.03;80%;$ 4818.21
41250;carbomer 974 p;ALIVIALUX;gel oft.x 10 g;Denver Farma;$ 13318.94;50%;$ 6659.47
51436;carboximetilcelulosa sódica;ALIVIAMAX;0.5% sol.oft.x 10 ml;Denver Farma;$ 8192.66;50%;$ 4096.33
51437;carboximetilcelulosa sódica;ALIVIAMAX;1% sol.oft.x 10 ml;Denver Farma;$ 9383.87;50%;$ 4691.94
43081;carvedilol;CARDIONORM;12.5 mg comp.x 28;Denver Farma;$ 10610.69;60%;$ 4244.28
43082;carvedilol;CARDIONORM;25 mg comp.x 28;Denver Farma;$ 12456.37;60%;$ 4982.55
